Nom du lieu,Adresse,Code postal,Ville,Latitude,Longitude,Type de parking,Source,Places,PMR,Transport public,Prix,Ouverture,Commentaire,Proprietaire,Lumière,Velo
Aire de covoiturage du Rempart,rempart derriere la mairie,,Montreal,43.950968128299998,0.200772127906000,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Parking Centre de Tri Postal,parking  ctt du centre de tri postal,32110,Nogaro,43.767825110399997,-0.031622844295300,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Parking des Arènes,,32160,Plaisance,43.607153876399998,0.049882841692600,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Place des Platanes,place des platanes,32400,Riscle,43.661278908900002,-0.083074741315400,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Parking de La Poste,rue des bastides,32380,Saint-Clar,43.890834167900003,0.768961870451000,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Parking Place des Halles,parking entre le pont de la Save et de la Sav,32130,Samatan,43.488358898000001,0.933814245638000,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Place Centrale,route de Lombez,32450,Saramon,43.522540936799999,0.766852096643000,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Parking de L'Ancienne Gendarmerie,D930/D571 face S l'ancienne gendarmerie,32310,Valence Sur Baise,43.873010140500000,0.387658958735000,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Parking du Collège,place Zaccaharie Baquet (parking du collage),32190,Vic Fezensac,43.759481204099998,0.300569617026000,Aire_covoiturage,32 CD32 Gers,,,,,,,,,
Aire de covoiturage du Château D'Eau,D215,33510,Andernos-Les-Bains,44.744505,-1.094711,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Aire de covoiturage des Tennis,D208,33460,Arsac,44.994399,-0.694239,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,6,,,,,,,,
Aire de covoiturage Nelson Paillou,N89,33370,Artigues-Près-Bordeaux,44.867363,-0.495597,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,38,,,,,,,,
Aire de covoiturage du Stade,D2089,33500,Arveyres,44.886007,-0.285535,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Aire de covoiturage de La Tonne À Jeannot,D3,33980,Audenge,44.678571,-1.007819,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Aire de covoiturage du Thion,D1113,33640,Ayguemorte-Les-Graves,44.695050,-0.492548,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,37,,,,,,,,
Aire de covoiturage de  Baron Bariac,D936,33750,Baron,44.825416,-0.31351,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Parking de La Mairie,D671,33760,Bellebat,44.738343,-0.217603,Parking,33 CD33 Gironde sur data.gouv.fr,6,,,,,,,,
Aire de covoiturage Bel Air,D137,33390,Berson,45.12511,-0.594308,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,23,,,,,,,,
Parking Espace Culturel Lucien Mounaix,D3,33380,Biganos,44.6396,-0.973451,Parking,33 CD33 Gironde sur data.gouv.fr,28,,,,,,,,
Parking Rue des Papetiers,D3,33380,Biganos,44.636593,-0.966781,Parking,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Aire de covoiturage de  L'Église,D104E4,33480,Brach,45.04114,-0.937234,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Parking de La Piscine,D10,33410,Cadillac,44.635721,-0.32197,Parking,33 CD33 Gironde sur data.gouv.fr,27,,,,,,,,
Parking Centre Commercial La House,D1010,33610,Canéjan,44.751134,-0.641595,Parking,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Parking de La Route de Créon,D13,33550,Capian,44.712422,-0.33136,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Aire de covoiturage de La Presqu'Île,D212,33480,Castelnau-De-Médoc,45.02543,-0.795468,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Aire de covoiturage du Pont de Cotet,D22,33620,Cavignac,45.111965,-0.380107,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,24,,,,,,,,
Aire de Covoitrage de  Cantelande,D214,33610,Cestas,44.758128,-0.68727,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,8,,,,,,,,
Aire de covoiturage de  Choisy,D1010,33610,Cestas,44.736083,-0.659193,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,8,,,,,,,,
Aire de covoiturage de Jarry,D211,33610,Cestas,44.717383,-0.737276,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Parking Centre Commercial Gazinet Nord Cestas,D214E1,33610,Cestas,44.779893,-0.689765,Parking,33 CD33 Gironde sur data.gouv.fr,6,,,,,,,,
Parking Carrefour Market Créon,D671,33670,Créon,44.772167,-0.336403,Parking,33 CD33 Gironde sur data.gouv.fr,22,,,,,,,,
Parking Allée du Limancet,Avenue de Saint-Médard,33320,Eysines,44.863626,-0.657745,Parking,33 CD33 Gironde sur data.gouv.fr,2,,,,,,,,
Parking Grand Louis ,Avenue de l'Hippodrome,33320,Eysines,44.861874,-0.641970,Parking,33 CD33 Gironde sur data.gouv.fr,2,,,,,,,,
Parking Rue des Jasmins,Avenue de l'Hippodrome,33320,Eysines,44.86918,-0.636258,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Rue des Papillons ,Avenue du Taillan-Médoc,33320,Eysines,44.873126,-0.633551,Parking,33 CD33 Gironde sur data.gouv.fr,2,,,,,,,,
Parking Rue des Treytins, Rue des Treytins,33320,Eysines,44.879604,-0.634569,Parking,33 CD33 Gironde sur data.gouv.fr,4,,,,,,,,
Parking Super U,Avenue du Taillan-Médoc,33320,Eysines,44.89163,-0.667092,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Place Docteur dejean,D936,33370,Fargues-Saint-Hilaire,44.823904,-0.448803,Parking,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Aire de covoiturage Allée Perrault,A660/D650E3,33470,Gujan-Mestras,44.616305,-1.072173,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,45,,,,,,,,
Aire de covoiturage  du Maquis de Vignes-Oudides,D4,33990,Hourtin,45.18385,-1.060135,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,8,,,,,,,,
Aire de covoiturage de La Plaine des Sports,N250,33260,La Teste-De-Buch,44.618751,-1.124253,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Aire de covoiturage de Blagon,D106,33138,Lanton,44.783615,-0.934031,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,15,,,,,,,,
Parking Lotissement Villeneuve,D107,33680,Le Porge,44.875404,-1.082982,Parking,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Parking Carrefour Market,D1,33320,Le Taillan-Médoc,44.912684,-0.668601,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Petite Enfance,D10,33550,Le Tourne,44.71055,-0.402935,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Avenue de La Gare,D3,33950,Lège-Cap-Ferret,44.795933,-1.145753,Parking,33 CD33 Gironde sur data.gouv.fr,15,,,,,,,,
Parking E. Leclerc,D651,33850,Léognan,44.748208,-0.590252,Parking,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Place du Marché,D651,33850,Léognan,44.728587,-0.599495,Parking,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Place Eugène Marcou,D3,33340,Lesparre-Médoc,45.305716,-0.939028,Parking,33 CD33 Gironde sur data.gouv.fr,12,,,,,,,,
Parking  Carrefour ,N230,33310,Lormont,44.865369,-0.517648,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking de La Caravelle,D1250,33380,Marcheprime,44.697823,-0.845121,Parking,33 CD33 Gironde sur data.gouv.fr,23,,,,,,,,
Parking du Cimetière,D5,33380,Marcheprime,44.697156,-0.85931,Parking,33 CD33 Gironde sur data.gouv.fr,16,,,,,,,,
Parking Avenue du Maréchal de Lattre de Tassigny ,Avenue du Maréchal de Lattre de Tassigny ,33700,Mérignac,44.845726,-0.654843,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Décathlon Oxylane,D1563,33700,Mérignac,44.830379,-0.679277,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Place Mondesir ,Avenue d'Arès,33700,Mérignac,44.838269,-0.615883,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Rue Ariane,Avenue John Fitzgerald Kennedy,33700,Mérignac,44.833978,-0.686967,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Place du Général Gouraud ,Avenue de l'Yser,33700,Mérignac,44.842324,-0.667352,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Aire de covoiturage de Mios/A63,D5,33380,Mios,44.664607,-0.82689,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,65,,,,,,,,
Aire de covoiturage de Mios/A660,A660/D3,33380,Mios,44.627853,-0.960078,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,80,,,,,,,,
Parking de La Bibliothèque,D10,33550,Paillet,44.685643,-0.36481,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Intermodal,D2,33290,Parempuyre,44.944481,-0.618775,Parking,33 CD33 Gironde sur data.gouv.fr,174,,,,,,,,
Parking Stade G.Bonnefous,D2,33250,Pauillac,45.204708,-0.752338,Parking,33 CD33 Gironde sur data.gouv.fr,25,,,,,,,,
Parking Géant Casino Pessac,Avenue de la Tuileranne,33600,Pessac,44.785453,-0.637406,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Allée des Pins,D241,33370,Pompignac,44.850849,-0.44956,Parking,33 CD33 Gironde sur data.gouv.fr,11,,,,,,,,
Aire de covoiturage de  La Mairie,D669,33710,Prignac-Et-Marcamps,45.032122,-0.492049,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Aire de covoiturage du Fassier,D132,33710,Pugnac,45.088421,-0.518776,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,22,,,,,,,,
Parking Cave Coopérative,D137,33710,Pugnac,45.075653,-0.496732,Parking,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Aire de covoiturage La Barotte,D670,33240,Saint-André-De-Cubzac,44.991556,-0.42829,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,30,,,,,,,,
Aire de covoiturage La Garosse,D137,33240,Saint-André-De-Cubzac,45.005707,-0.436959,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,83,,,,,,,,
Aire de covoiturage des Chapelles,D2089,33910,Saint-Denis-De-Pile,44.980261,-0.149319,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,18,,,,,,,,
Parking du Stade,D104,33480,Sainte-Hélène,44.965635,-0.88581,Parking,33 CD33 Gironde sur data.gouv.fr,10,,,,,,,,
Aire de covoiturage Allée Pierre de Coubertin,D106,33127,Saint-Jean-D'Illac,44.806252,-0.807431,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Place du 8 Mai 1945,D1E8,33112,Saint-Laurent-Médoc,45.149476,-0.82203,Parking,33 CD33 Gironde sur data.gouv.fr,15,,,,,,,,
Parking Supermarché Spar,D10 Avenue de la Garonne,33440,Saint-Louis-De-Montferrand,44.954017,-0.533679,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Feydit ,Route de Feydit,33160,Saint-Médard-En-Jalles,44.869826,-0.702976,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Intermarché Picot,D1215,33160,Saint-Médard-En-Jalles,44.90367,-0.746558,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Parking Rue Jean duperrier,rue Jean Duperrier,33160,Saint-Médard-En-Jalles,44.89268,-0.717192,Parking,33 CD33 Gironde sur data.gouv.fr,4,,,,,,,,
Place Georges Blanc ,Avenue de Martignas,33160,Saint-Médard-En-Jalles,44.865820,-0.728082,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Aire de covoiturage  Leynier,D133E9,33240,Salignac,45.016394,-0.380155,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,20,,,,,,,,
Aire de covoiturage de Salles/Belin-Beliet,D3,33770,Salles,44.534956,-0.838442,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,48,,,,,,,,
Parking Cimetière,D11,33760,Targon,44.73805,-0.265592,Parking,33 CD33 Gironde sur data.gouv.fr,5,,,,,,,,
Aire de covoiturage de  Senau,D2089,33870,Vayres,44.882746,-0.310860,Aire_covoiturage,33 CD33 Gironde sur data.gouv.fr,32,,,,,,,,
Aire de covoiturage Rond-Point du Capitaine Alfred Dreyfus,"15 Route de Boujan, 34500 Béziers",34500,Béziers - Mercorent,43.367095,3.224205,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Aire de covoiturage de Gignac,"D32, 34150 Gignac",34150,Gignac,43.646830,3.544436,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Aire de covoiturage de Hérépian,"D909A, 34600 Hérépian",34600,Hérépian,43.587644,3.123042,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Aire de covoiturage de Montarnaud,D619,34570,Montarnaud,43.628512,3.692084,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Aire de covoiturage de Pezenas,"Chemin de Castres, 34120 Pézenas",34120,Pezenas,43.477251,3.435665,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Aire de covoiturage de Poussan,D2E5,34560,Poussan,43.470889,3.681645,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Aire de covoiturage de Servian,D18,34290,Servian,43.396856,3.336042,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Aire de covoiturage de Villeveyrac,"44 Route de Poussan, 34560 Villeveyrac",34560,Villeveyrac,43.501732,3.614977,Aire_covoiturage,34 CD34 Hérault,,,,,,,,,
Parking de L'Eglise,Arbrissel - parking de l'église,35130,Arbrissel,47.9276330007768,-1.3034720004727,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,12,0,,,,,,oui,
Parking covoiturage de Bain-De-Bretagne,Rue de la Seine,35470,Bain-De-Bretagne,47.8518850013991,-1.69132066569724,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,18,0,,,,,,oui,
Parking La Croix Blanche,La Croix Blanche,35470,Bain-De-Bretagne,47.8537135819925,-1.68010291408699,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,non,
Aire de covoiturage du Stade,Rue du stade,35600,Bains-Sur-Oust,47.7052667008957,-2.07008556465577,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,,
Parking Rue des Lilas,Rue des lilas,35500,Balaze,48.1669916672349,-1.18795299965348,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,13,1,,,,,,oui,
Mairie de Becherel,Mairie,35190,Becherel,48.2971246672515,-1.94584833343808,Building,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,1,,,,,,oui,
Aire de covoiturage La Haute Plesse,La Haute Plesse,35830,Betton,48.1799016676393,-1.62705866640235,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,0,,,,,,non,
Aire de covoiturage Bréal-Sous-Montfort,Les 4 routes,35310,Breal-Sous-Montfort,48.0611670011634,-1.87775133286587,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,40,0,,,,,,non,
Aire de Bruz,La Louvière,35170,Bruz,48.0264498530175,-1.76730751155161,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,non,
Aire de covoiturage de Vaux,Porte des Longchamps,35510,Cesson-Sevigne,48.14008633429,-1.62800533344487,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,60,0,,,,,,non,
Porte de La Rigourdière,La Rigourdière,35510,Cesson-Sevigne,48.1165345063021,-1.5758279172886,Building,35 CD35 Ille-et-vilaine sur data.gouv.fr,30,0,,,,,,non,
Aire de covoiturage de Chartres-De-Bretagne,Rond point pôle sud,35131,Chartres-De-Bretagne,48.0431333344516,-1.69539899946673,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,non,
Parking covoiturage du Vent D'Autan,Allée du vent d'Autan,35220,Chateaubourg,48.104452333887,-1.41106399925315,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,70,0,,,,,,non,
Parking de L'Étang,Boulevard du château,35410,Chateaugiron,48.0500743611387,-1.50055557240533,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,30,1,,,,,,non,
Parking La Cigogne,Châteaugiron - Bel Air,35410,Chateaugiron,48.0377267974055,-1.49132329696649,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,30,0,,,,,,non,
Aire de covoiturage Chavagne (Rond Point),Echangeur N24 (D334xD288),35310,Chavagne,48.0776376742394,-1.7927178093215,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,,
Parking La Lande du Feu,La Lande du feu,35150,Corps-Nuds,47.9773456677647,-1.56058633297186,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,25,0,,,,,,non,
Parking Rue Bernard Picoult,Rue Bernard Picoult,35320,Crevin,47.937469126344,-1.66652751346849,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,1,,,,,,non,
Parking du Cimetière,Rue des Elfes,35800,Dinard,48.6201650006098,-2.05993700032941,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,45,2,,,,,,oui,
Aire de covoiturage de Domloup,Route de Vern-sur-Seiche,35410,Domloup,48.0411310450961,-1.51996482516202,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,non,
Parking Le Giffart,Impasse du Giffard,35410,Domloup,48.0565584981765,-1.52627331272584,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,1,,,,,,oui,
Parking de La Lande,Echangeur D157,35500,Erbree,48.0891896675258,-1.10783299950837,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,40,0,,,,,,non,
Parking Salle de Sport,Rue de la croix de l'écu,35340,Erce-Pres-Liffre,48.2524606677413,-1.51183166692615,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,oui,
Aire de covoiturage Piquet,Piquet,35370,Etrelles,48.0728343343149,-1.19945800079538,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,30,1,,,,,,non,
Aire de covoiturage Les Terres,Les Terres,35580,Goven,47.9907063343987,-1.8130940000208,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,0,,,,,,non,
Parking La Corbière,La Corbière,35580,Goven,48.0239816677393,-1.78234333308561,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,0,,,,,,non,
Aire de covoiturage de Grand-Fougeray,PA La Lizardais,35390,Grand-Fougeray,47.7190666681781,-1.7333949996205,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,23,1,,,,,,oui,
Parking des 4 Routes,ZA Les 4 routes,35390,Grand-Fougeray,47.744504333987,-1.71728666624261,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,40,0,,,,,,non,
Aire de covoiturage La Courtinais,La Courtinais,35580,Guichen,47.9742806672846,-1.81488100069444,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,0,,,,,,non,
Parking du Cimetière,Rue de Redon,35580,Guichen,47.9971696677018,-1.77634033356952,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,30,1,,,,,,non,
Parking La Taupinais,La Taupinais D38,35580,Guichen,47.9845655190227,-1.82984274014794,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,,,,,,,non,
Parking Les Landes,Les Landes,35580,Guichen,47.9592923341147,-1.81124700006398,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,12,0,,,,,,oui,
Aire de covoiturage de La Plousière,La Plousière,35440,Guipel,48.3109153341022,-1.71839599984864,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,40,1,,,,,,non,
Parking Rue de Rennes,Rue de Rennes,35128,Guipel,48.29428969623024,-1.720496367828731,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,9,1,,,,,,non,
Parking Zi Courbouton,ZA Courbouton,35480,Guipry,47.8362066677415,-1.90745666637558,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,50,0,,,,,,non,
Parking Les 4 Routes,Les 4 routes,35750,Iffendic,48.0919433344029,-1.99789999956977,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,10,2,,,,,,oui,
Parking Rue du Lavoir,Rue du lavoir,35850,Irodouer,48.2499583341281,-1.95093833315381,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,12,1,,,,,,oui,
Aire de covoiturage Janzé Nord,Le Hardier,35150,Janze,47.9714830004231,-1.5374840002644,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,25,0,,,,,,non,
Aire de L'Aubinière,Rue Jean-Marie Lacire,35150,Janze,47.9678090013191,-1.48842766653678,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,0,,,,,,non,
Parking de L'Eglise,21 rue de Lesquen,35420,La Bazouge-Du-Desert,48.443341349604,-1.10586745076367,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,,
Parking Centre de La Maison Neuve,Rue Saint-Martin,35340,La Bouexiere,48.1851966678589,-1.43949666672326,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,12,0,,,,,,oui,
Parking Salle de Sport,Rue de Rennes,35520,La Chapelle-Des-Fougeretz,48.1750605960535,-1.72646737736154,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,oui,
Parking Les Grands Champs,Les Grands Champs,35130,La Guerche De Bretagne,47.9456115800395,-1.25017073331707,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,0,,,,,,non,
Parking Rue du Pont Sec,Rue du pont sec (D17),35460,La Selle-En-Cogles,48.4372944291563,-1.34163404241086,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,,
Aire de covoiturage - La Lande de Villiers,Bout de lande,35890,Laille,47.9742236676623,-1.69698599949231,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,non,
Parking Passille,Rue Michel et Jean Passille,35133,Landean,48.4121156678935,-1.15362300011985,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,1,,,,,,oui,
Parking La Guiguenière,La Guiguenière,35146,Langouet,48.24783042758734,-1.822396848291509,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,18,1,,,,,,non,
Aire des Landes de Canut,Les Landes de Canut,35580,Lassy,47.968250001145,-1.86796333383624,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,7,0,,,,,,non,
Place de La Mairie,Rue de Bretagne,35420,Le Ferre,48.4915959880147,-1.29384539721755,Building,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,,
Parking Pont D'Avoine,16 rue nationale,35650,Le Rheu,48.0958980015499,-1.76553299932767,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,16,0,,,,,,non,
Aire de covoiturage du Bourg Neuf,Bourg neuf,35240,Le Theil-De-Bretagne,47.9196450008968,-1.41908166745556,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,35,0,,,,,,non,
Parking La Sablonnière,Rue de la Sablonnière,35240,Le Theil-De-Bretagne,47.909480000975,-1.39652366706226,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,30,0,,,,,,non,
Aire de covoiturage de Liffre,La croix de la mission,35340,Liffre,48.2198380015076,-1.49582366671626,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,55,0,,,,,,non,
Aire de covoiturage La Reposée,Rue de Rennes,35340,Liffre,48.2022666672969,-1.52641333313218,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,15,0,,,,,,non,
Place de Bretagne,Place de Bretagne,35420,Louvigne-Du-Desert,48.4813122969368,-1.12503062601077,Building,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,,
Place de La Mairie,Place de la Mairie,35420,Louvigne-Du-Desert,48.4801176964123,-1.12452297148053,Building,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,oui,
Place du 8 Mai 45,Place du 8 mai 45,35420,Louvigne-Du-Desert,48.4800709660591,-1.12147015643421,Building,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,oui,
Parking Bellevue,Bellevue,35330,Maure-De-Bretagne,47.9085380005132,-1.99111133395776,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,oui,
Parking covoiturage Cimetière,Rue de Rennes,35173,Melesse,48.21322002328828,-1.697612765224576,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,30,0,,,,,,non,
Parking covoiturage Salle Polyvalente,Rue de Montreuil,35173,Melesse,48.219469868726755,-1.697686034567331,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,40,1,,,,,,oui,
Aire de covoiturage de Montauban,Rue de Dinan,35360,Montauban-De-Bretagne,48.2052820007722,-2.04743866699104,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,28,2,,,,,,oui,
Aire de covoiturage de Chevaigné,Les Vergers,35250,Mouaze,48.2095763342803,-1.62445766644868,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,non,
Aire de covoiturage de Noyal-Chatillon,Rue Lavoisier,35230,Noyal-Chatillon-Sur-Seiche,48.0390023347821,-1.68351499946811,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,18,1,,,,,,non,
Parking Espace Nominoë,Rue Julien Neveu,35530,Noyal-Sur-Vilaine,48.1110390012631,-1.52828499962597,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,100,3,,,,,,oui,
Parking du Cimetière,Boulevard du Duc Jean V,35740,Pace,48.1481783337088,-1.76960866685103,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,60,0,,,,,,non,
Parking La Fouaye,Fouaye,35740,Pace,48.1527833337671,-1.80870133346025,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,11,0,,,,,,non,
Parking Les Sorinais,Rond point des Sorinais,35740,Pace,48.135404667897,-1.77217333358808,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,20,0,,,,,,non,
Parking du Cimetière,Rue des forges,35380,Paimpont,48.017159667632,-2.16981899976933,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,50,0,,,,,,oui,
Aire de covoiturage de Pipriac,Le Fouteau,35550,Pipriac,47.8163673340438,-1.918255000162,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,25,0,,,,,,non,
Parking du Ballon,Le Ballon,35150,Pire-Sur-Seiche,48.0236676901813,-1.39939148035573,Parking,35 CD35 Ille-et-vilaine sur data.gouv.fr,,,,,,,,non,
Aire de covoiturage Tregu,Tregu,35380,Plelan-Le-Grand,48.0035366676426,-2.08514000042118,Aire_Covoiturage,35 CD35 Ille-et-vilaine sur data.gouv.fr,11,0,,,,,,oui,
